,EXPERIMENT,SEED,RAM,TERM,HAM_LOS,PREC,REC,F1
0,20211214004952.0,4.0,5.0,5.0,0.375,0.0,0.0,0.0
1,20211214004952.0,3.0,5.0,5.0,0.20833333333333334,0.5,0.2,0.28571428571428575
2,20211214004952.0,2.0,5.0,5.0,0.25,0.4,0.4,0.4000000000000001
3,20211214004952.0,1.0,5.0,5.0,0.3333333333333333,0.0,0.0,0.0
4,20211214004952.0,0.0,5.0,5.0,0.375,0.0,0.0,0.0
5,20211214004952.0,4.0,5.0,4.0,0.4166666666666667,0.0,0.0,0.0
6,20211214004952.0,3.0,5.0,4.0,0.16666666666666666,1.0,0.2,0.33333333333333337
7,20211214004952.0,2.0,5.0,4.0,0.20833333333333334,0.5,0.4,0.4444444444444445
8,20211214004952.0,1.0,5.0,4.0,0.3333333333333333,0.0,0.0,0.0
9,20211214004952.0,0.0,5.0,4.0,0.25,0.0,0.0,0.0
10,20211214004952.0,4.0,5.0,3.0,0.20833333333333334,1.0,0.16666666666666666,0.2857142857142857
11,20211214004952.0,3.0,5.0,3.0,0.16666666666666666,1.0,0.2,0.33333333333333337
12,20211214004952.0,2.0,5.0,3.0,0.20833333333333334,0.5,0.4,0.4444444444444445
13,20211214004952.0,1.0,5.0,3.0,0.3333333333333333,0.0,0.0,0.0
14,20211214004952.0,0.0,5.0,3.0,0.25,0.0,0.0,0.0
15,20211214004952.0,4.0,4.0,5.0,0.2916666666666667,0.3333333333333333,0.16666666666666666,0.2222222222222222
16,20211214004952.0,3.0,4.0,5.0,0.20833333333333334,0.5,0.2,0.28571428571428575
17,20211214004952.0,2.0,4.0,5.0,0.16666666666666666,1.0,0.2,0.33333333333333337
18,20211214004952.0,1.0,4.0,5.0,0.3333333333333333,0.0,0.0,0.0
19,20211214004952.0,0.0,4.0,5.0,0.4166666666666667,0.0,0.0,0.0
20,20211214004952.0,4.0,4.0,4.0,0.4166666666666667,0.0,0.0,0.0
21,20211214004952.0,3.0,4.0,4.0,0.16666666666666666,1.0,0.2,0.33333333333333337
22,20211214004952.0,2.0,4.0,4.0,0.20833333333333334,0.5,0.4,0.4444444444444445
23,20211214004952.0,1.0,4.0,4.0,0.375,0.0,0.0,0.0
24,20211214004952.0,0.0,4.0,4.0,0.375,0.0,0.0,0.0
25,20211214004952.0,4.0,4.0,3.0,0.20833333333333334,1.0,0.16666666666666666,0.2857142857142857
26,20211214004952.0,3.0,4.0,3.0,0.16666666666666666,1.0,0.2,0.33333333333333337
27,20211214004952.0,2.0,4.0,3.0,0.16666666666666666,1.0,0.2,0.33333333333333337
28,20211214004952.0,1.0,4.0,3.0,0.3333333333333333,0.0,0.0,0.0
29,20211214004952.0,0.0,4.0,3.0,0.25,0.0,0.0,0.0
30,20211214004952.0,4.0,3.0,5.0,0.3333333333333333,0.25,0.16666666666666666,0.2
31,20211214004952.0,3.0,3.0,5.0,0.20833333333333334,0.5,0.2,0.28571428571428575
32,20211214004952.0,2.0,3.0,5.0,0.20833333333333334,0.5,0.4,0.4444444444444445
33,20211214004952.0,1.0,3.0,5.0,0.3333333333333333,0.0,0.0,0.0
34,20211214004952.0,0.0,3.0,5.0,0.3333333333333333,0.0,0.0,0.0
35,20211214004952.0,4.0,3.0,4.0,0.20833333333333334,1.0,0.16666666666666666,0.2857142857142857
36,20211214004952.0,3.0,3.0,4.0,0.16666666666666666,1.0,0.2,0.33333333333333337
37,20211214004952.0,2.0,3.0,4.0,0.20833333333333334,0.5,0.4,0.4444444444444445
38,20211214004952.0,1.0,3.0,4.0,0.2916666666666667,0.0,0.0,0.0
39,20211214004952.0,0.0,3.0,4.0,0.375,0.0,0.0,0.0
40,20211214004952.0,4.0,3.0,3.0,0.20833333333333334,1.0,0.16666666666666666,0.2857142857142857
41,20211214004952.0,3.0,3.0,3.0,0.16666666666666666,1.0,0.2,0.33333333333333337
42,20211214004952.0,2.0,3.0,3.0,0.16666666666666666,1.0,0.2,0.33333333333333337
43,20211214004952.0,1.0,3.0,3.0,0.2916666666666667,0.0,0.0,0.0
44,20211214004952.0,0.0,3.0,3.0,0.25,0.0,0.0,0.0
