,SEED,RAM,TERM,HAM_LOS,PREC,REC,F1
0,3.0,15.0,15.0,0.17676767676767677,0.6666666666666666,0.25,0.36363636363636365
1,3.0,15.0,14.0,0.1717171717171717,0.6875,0.275,0.3928571428571429
2,3.0,15.0,13.0,0.17676767676767677,0.6470588235294118,0.275,0.3859649122807018
3,3.0,15.0,12.0,0.1717171717171717,0.7142857142857143,0.25,0.37037037037037035
4,3.0,15.0,11.0,0.16666666666666666,0.6666666666666666,0.35,0.4590163934426229
5,3.0,15.0,10.0,0.15151515151515152,0.75,0.375,0.5
6,3.0,15.0,9.0,0.18181818181818182,0.5909090909090909,0.325,0.41935483870967744
7,3.0,15.0,8.0,0.1919191919191919,0.5384615384615384,0.35,0.4242424242424242
8,3.0,15.0,7.0,0.19696969696969696,0.5172413793103449,0.375,0.4347826086956522
9,3.0,15.0,6.0,0.19696969696969696,0.5161290322580645,0.4,0.4507042253521127
10,3.0,15.0,5.0,0.19696969696969696,0.52,0.325,0.4
11,3.0,15.0,4.0,0.20202020202020202,0.5,0.275,0.3548387096774194
12,3.0,15.0,3.0,0.20202020202020202,0.5,0.15,0.23076923076923075
13,3.0,14.0,15.0,0.18686868686868688,0.5882352941176471,0.25,0.3508771929824561
14,3.0,14.0,14.0,0.16161616161616163,0.75,0.3,0.4285714285714285
15,3.0,14.0,13.0,0.17676767676767677,0.6666666666666666,0.25,0.36363636363636365
16,3.0,14.0,12.0,0.16666666666666666,0.7058823529411765,0.3,0.42105263157894735
17,3.0,14.0,11.0,0.16666666666666666,0.7058823529411765,0.3,0.42105263157894735
18,3.0,14.0,10.0,0.17676767676767677,0.6,0.375,0.4615384615384615
19,3.0,14.0,9.0,0.17676767676767677,0.6190476190476191,0.325,0.42622950819672134
20,3.0,14.0,8.0,0.19696969696969696,0.5217391304347826,0.3,0.38095238095238093
21,3.0,14.0,7.0,0.19696969696969696,0.52,0.325,0.4
22,3.0,14.0,6.0,0.18686868686868688,0.5483870967741935,0.425,0.47887323943661964
23,3.0,14.0,5.0,0.18686868686868688,0.5483870967741935,0.425,0.47887323943661964
24,3.0,14.0,4.0,0.21212121212121213,0.4583333333333333,0.275,0.34374999999999994
25,3.0,14.0,3.0,0.21212121212121213,0.4166666666666667,0.125,0.1923076923076923
26,3.0,13.0,15.0,0.17676767676767677,0.6470588235294118,0.275,0.3859649122807018
27,3.0,13.0,14.0,0.16666666666666666,0.7058823529411765,0.3,0.42105263157894735
28,3.0,13.0,13.0,0.15656565656565657,0.8,0.3,0.4363636363636363
29,3.0,13.0,12.0,0.1717171717171717,0.6666666666666666,0.3,0.41379310344827586
30,3.0,13.0,11.0,0.14646464646464646,0.8235294117647058,0.35,0.4912280701754386
31,3.0,13.0,10.0,0.14646464646464646,0.7894736842105263,0.375,0.5084745762711864
32,3.0,13.0,9.0,0.19696969696969696,0.5263157894736842,0.25,0.3389830508474576
33,3.0,13.0,8.0,0.17676767676767677,0.5925925925925926,0.4,0.4776119402985075
34,3.0,13.0,7.0,0.18686868686868688,0.56,0.35,0.4307692307692308
35,3.0,13.0,6.0,0.18181818181818182,0.5714285714285714,0.4,0.47058823529411764
36,3.0,13.0,5.0,0.18181818181818182,0.5714285714285714,0.4,0.47058823529411764
37,3.0,13.0,4.0,0.20707070707070707,0.48,0.3,0.3692307692307692
38,3.0,13.0,3.0,0.23232323232323232,0.3125,0.125,0.17857142857142858
39,3.0,12.0,15.0,0.18686868686868688,0.5882352941176471,0.25,0.3508771929824561
40,3.0,12.0,14.0,0.17676767676767677,0.6190476190476191,0.325,0.42622950819672134
41,3.0,12.0,13.0,0.16666666666666666,0.7058823529411765,0.3,0.42105263157894735
42,3.0,12.0,12.0,0.16161616161616163,0.75,0.3,0.4285714285714285
43,3.0,12.0,11.0,0.16666666666666666,0.7058823529411765,0.3,0.42105263157894735
44,3.0,12.0,10.0,0.1717171717171717,0.6363636363636364,0.35,0.45161290322580644
45,3.0,12.0,9.0,0.21212121212121213,0.45454545454545453,0.25,0.3225806451612903
46,3.0,12.0,8.0,0.1919191919191919,0.5384615384615384,0.35,0.4242424242424242
47,3.0,12.0,7.0,0.18181818181818182,0.5714285714285714,0.4,0.47058823529411764
48,3.0,12.0,6.0,0.20707070707070707,0.4838709677419355,0.375,0.4225352112676056
49,3.0,12.0,5.0,0.1919191919191919,0.5416666666666666,0.325,0.40624999999999994
50,3.0,12.0,4.0,0.21717171717171718,0.4444444444444444,0.3,0.3582089552238806
51,3.0,12.0,3.0,0.20202020202020202,0.5,0.15,0.23076923076923075
52,3.0,11.0,15.0,0.18686868686868688,0.6,0.225,0.3272727272727273
53,3.0,11.0,14.0,0.16666666666666666,0.6842105263157895,0.325,0.4406779661016949
54,3.0,11.0,13.0,0.17676767676767677,0.6470588235294118,0.275,0.3859649122807018
55,3.0,11.0,12.0,0.16161616161616163,0.7857142857142857,0.275,0.40740740740740744
56,3.0,11.0,11.0,0.16161616161616163,0.7857142857142857,0.275,0.40740740740740744
57,3.0,11.0,10.0,0.13636363636363635,0.8421052631578947,0.4,0.5423728813559322
58,3.0,11.0,9.0,0.16161616161616163,0.7,0.35,0.4666666666666667
59,3.0,11.0,8.0,0.18181818181818182,0.5833333333333334,0.35,0.4375
60,3.0,11.0,7.0,0.1919191919191919,0.5333333333333333,0.4,0.4571428571428572
61,3.0,11.0,6.0,0.18181818181818182,0.5588235294117647,0.475,0.5135135135135136
62,3.0,11.0,5.0,0.1717171717171717,0.6153846153846154,0.4,0.4848484848484849
63,3.0,11.0,4.0,0.19696969696969696,0.5217391304347826,0.3,0.38095238095238093
64,3.0,11.0,3.0,0.20202020202020202,0.5,0.125,0.2
65,3.0,10.0,15.0,0.16666666666666666,0.7058823529411765,0.3,0.42105263157894735
66,3.0,10.0,14.0,0.16666666666666666,0.6842105263157895,0.325,0.4406779661016949
67,3.0,10.0,13.0,0.16666666666666666,0.7058823529411765,0.3,0.42105263157894735
68,3.0,10.0,12.0,0.17676767676767677,0.6470588235294118,0.275,0.3859649122807018
69,3.0,10.0,11.0,0.18686868686868688,0.5789473684210527,0.275,0.37288135593220345
70,3.0,10.0,10.0,0.16161616161616163,0.6666666666666666,0.4,0.5
71,3.0,10.0,9.0,0.19696969696969696,0.5217391304347826,0.3,0.38095238095238093
72,3.0,10.0,8.0,0.20202020202020202,0.5,0.35,0.4117647058823529
73,3.0,10.0,7.0,0.1919191919191919,0.5357142857142857,0.375,0.44117647058823534
74,3.0,10.0,6.0,0.21212121212121213,0.46875,0.375,0.4166666666666667
75,3.0,10.0,5.0,0.20707070707070707,0.48,0.3,0.3692307692307692
76,3.0,10.0,4.0,0.22727272727272727,0.4074074074074074,0.275,0.32835820895522394
77,3.0,10.0,3.0,0.20202020202020202,0.5,0.175,0.25925925925925924
78,3.0,9.0,15.0,0.16666666666666666,0.7333333333333333,0.275,0.4
79,3.0,9.0,14.0,0.1717171717171717,0.6666666666666666,0.3,0.41379310344827586
80,3.0,9.0,13.0,0.1717171717171717,0.6875,0.275,0.3928571428571429
