,EXPERIMENT,SEED,RAM,TERM,HAM_LOS,PREC,REC,F1
0,20211214005314.0,0.0,5.0,5.0,0.16666666666666666,1.0,0.2,0.33333333333333337
1,20211214005314.0,4.0,5.0,4.0,0.16666666666666666,0.5,0.5,0.5
2,20211214005314.0,3.0,5.0,4.0,0.4166666666666667,0.0,0.0,0.0
3,20211214005314.0,2.0,5.0,4.0,0.25,0.0,0.0,0.0
4,20211214005314.0,1.0,5.0,4.0,0.20833333333333334,0.0,0.0,0.0
5,20211214005314.0,0.0,5.0,4.0,0.20833333333333334,0.5,0.4,0.4444444444444445
6,20211214005314.0,4.0,5.0,3.0,0.16666666666666666,0.5,0.5,0.5
7,20211214005314.0,3.0,5.0,3.0,0.4166666666666667,0.0,0.0,0.0
8,20211214005314.0,2.0,5.0,3.0,0.2916666666666667,0.25,0.2,0.22222222222222224
9,20211214005314.0,1.0,5.0,3.0,0.25,0.3333333333333333,0.2,0.25
10,20211214005314.0,0.0,5.0,3.0,0.16666666666666666,1.0,0.2,0.33333333333333337
11,20211214005314.0,4.0,4.0,5.0,0.2916666666666667,0.2,0.25,0.22222222222222224
12,20211214005314.0,3.0,4.0,5.0,0.4166666666666667,0.0,0.0,0.0
13,20211214005314.0,2.0,4.0,5.0,0.25,0.3333333333333333,0.2,0.25
14,20211214005314.0,1.0,4.0,5.0,0.20833333333333334,0.5,0.2,0.28571428571428575
15,20211214005314.0,0.0,4.0,5.0,0.20833333333333334,0.5,0.2,0.28571428571428575
16,20211214005314.0,4.0,4.0,4.0,0.16666666666666666,0.5,0.5,0.5
17,20211214005314.0,3.0,4.0,4.0,0.4166666666666667,0.0,0.0,0.0
18,20211214005314.0,2.0,4.0,4.0,0.3333333333333333,0.0,0.0,0.0
19,20211214005314.0,1.0,4.0,4.0,0.25,0.3333333333333333,0.2,0.25
20,20211214005314.0,0.0,4.0,4.0,0.16666666666666666,0.6666666666666666,0.4,0.5
21,20211214005314.0,4.0,4.0,3.0,0.16666666666666666,0.5,0.75,0.6
22,20211214005314.0,3.0,4.0,3.0,0.4166666666666667,0.0,0.0,0.0
23,20211214005314.0,2.0,4.0,3.0,0.2916666666666667,0.25,0.2,0.22222222222222224
24,20211214005314.0,1.0,4.0,3.0,0.20833333333333334,0.0,0.0,0.0
25,20211214005314.0,0.0,4.0,3.0,0.16666666666666666,1.0,0.2,0.33333333333333337
26,20211214005314.0,4.0,3.0,5.0,0.25,0.25,0.25,0.25
27,20211214005314.0,3.0,3.0,5.0,0.4166666666666667,0.0,0.0,0.0
28,20211214005314.0,2.0,3.0,5.0,0.20833333333333334,0.5,0.2,0.28571428571428575
29,20211214005314.0,1.0,3.0,5.0,0.16666666666666666,1.0,0.2,0.33333333333333337
30,20211214005314.0,0.0,3.0,5.0,0.20833333333333334,0.5,0.2,0.28571428571428575
31,20211214005314.0,4.0,3.0,4.0,0.3333333333333333,0.0,0.0,0.0
32,20211214005314.0,3.0,3.0,4.0,0.4166666666666667,0.0,0.0,0.0
33,20211214005314.0,2.0,3.0,4.0,0.25,0.3333333333333333,0.2,0.25
34,20211214005314.0,1.0,3.0,4.0,0.20833333333333334,0.5,0.2,0.28571428571428575
35,20211214005314.0,0.0,3.0,4.0,0.25,0.0,0.0,0.0
36,20211214005314.0,4.0,3.0,3.0,0.25,0.25,0.25,0.25
37,20211214005314.0,3.0,3.0,3.0,0.4166666666666667,0.0,0.0,0.0
38,20211214005314.0,2.0,3.0,3.0,0.2916666666666667,0.25,0.2,0.22222222222222224
39,20211214005314.0,1.0,3.0,3.0,0.20833333333333334,0.0,0.0,0.0
40,20211214005314.0,0.0,3.0,3.0,0.20833333333333334,0.0,0.0,0.0
