,SEED,RAM,TERM,HAM_LOS,PREC,REC,F1
0,2.0,15.0,15.0,0.13636363636363635,0.8666666666666667,0.34210526315789475,0.4905660377358491
1,2.0,15.0,14.0,0.14646464646464646,0.8461538461538461,0.2894736842105263,0.4313725490196079
2,2.0,15.0,13.0,0.1414141414141414,0.8571428571428571,0.3157894736842105,0.46153846153846156
3,2.0,15.0,12.0,0.1414141414141414,0.8125,0.34210526315789475,0.4814814814814815
4,2.0,15.0,11.0,0.13636363636363635,0.7391304347826086,0.4473684210526316,0.5573770491803278
5,2.0,15.0,10.0,0.15151515151515152,0.6666666666666666,0.42105263157894735,0.5161290322580646
6,2.0,15.0,9.0,0.15656565656565657,0.6521739130434783,0.39473684210526316,0.49180327868852464
7,2.0,15.0,8.0,0.18686868686868688,0.52,0.34210526315789475,0.41269841269841273
8,2.0,15.0,7.0,0.15151515151515152,0.6111111111111112,0.5789473684210527,0.5945945945945946
9,2.0,15.0,6.0,0.1919191919191919,0.5,0.3684210526315789,0.4242424242424242
10,2.0,15.0,5.0,0.20707070707070707,0.45454545454545453,0.39473684210526316,0.4225352112676056
11,2.0,15.0,4.0,0.21717171717171718,0.4074074074074074,0.2894736842105263,0.3384615384615384
12,2.0,15.0,3.0,0.17676767676767677,0.7142857142857143,0.13157894736842105,0.2222222222222222
13,2.0,14.0,15.0,0.14646464646464646,0.8,0.3157894736842105,0.45283018867924535
14,2.0,14.0,14.0,0.12626262626262627,0.8421052631578947,0.42105263157894735,0.5614035087719298
15,2.0,14.0,13.0,0.1414141414141414,0.8125,0.34210526315789475,0.4814814814814815
16,2.0,14.0,12.0,0.13636363636363635,0.7894736842105263,0.39473684210526316,0.5263157894736843
17,2.0,14.0,11.0,0.15656565656565657,0.64,0.42105263157894735,0.5079365079365079
18,2.0,14.0,10.0,0.15151515151515152,0.6818181818181818,0.39473684210526316,0.5
19,2.0,14.0,9.0,0.16666666666666666,0.6,0.39473684210526316,0.47619047619047616
20,2.0,14.0,8.0,0.19696969696969696,0.48,0.3157894736842105,0.38095238095238093
21,2.0,14.0,7.0,0.17676767676767677,0.5454545454545454,0.47368421052631576,0.5070422535211268
22,2.0,14.0,6.0,0.18686868686868688,0.5185185185185185,0.3684210526315789,0.4307692307692308
23,2.0,14.0,5.0,0.21212121212121213,0.4375,0.3684210526315789,0.39999999999999997
24,2.0,14.0,4.0,0.20707070707070707,0.43478260869565216,0.2631578947368421,0.32786885245901637
25,2.0,14.0,3.0,0.17676767676767677,0.7142857142857143,0.13157894736842105,0.2222222222222222
26,2.0,13.0,15.0,0.13636363636363635,0.8666666666666667,0.34210526315789475,0.4905660377358491
27,2.0,13.0,14.0,0.1414141414141414,0.8125,0.34210526315789475,0.4814814814814815
28,2.0,13.0,13.0,0.16161616161616163,0.6875,0.2894736842105263,0.4074074074074074
29,2.0,13.0,12.0,0.13636363636363635,0.8235294117647058,0.3684210526315789,0.509090909090909
30,2.0,13.0,11.0,0.16161616161616163,0.625,0.39473684210526316,0.48387096774193544
31,2.0,13.0,10.0,0.15151515151515152,0.6538461538461539,0.4473684210526316,0.53125
32,2.0,13.0,9.0,0.16161616161616163,0.6363636363636364,0.3684210526315789,0.4666666666666667
33,2.0,13.0,8.0,0.18686868686868688,0.5217391304347826,0.3157894736842105,0.39344262295081966
34,2.0,13.0,7.0,0.17676767676767677,0.5405405405405406,0.5263157894736842,0.5333333333333333
35,2.0,13.0,6.0,0.18181818181818182,0.5357142857142857,0.39473684210526316,0.45454545454545453
36,2.0,13.0,5.0,0.19696969696969696,0.4838709677419355,0.39473684210526316,0.43478260869565216
37,2.0,13.0,4.0,0.20202020202020202,0.4444444444444444,0.21052631578947367,0.2857142857142857
38,2.0,13.0,3.0,0.2222222222222222,0.3333333333333333,0.15789473684210525,0.21428571428571427
39,2.0,12.0,15.0,0.15151515151515152,0.75,0.3157894736842105,0.44444444444444436
40,2.0,12.0,14.0,0.13131313131313133,0.8333333333333334,0.39473684210526316,0.5357142857142857
41,2.0,12.0,13.0,0.14646464646464646,0.7647058823529411,0.34210526315789475,0.4727272727272727
42,2.0,12.0,12.0,0.13636363636363635,0.8235294117647058,0.3684210526315789,0.509090909090909
43,2.0,12.0,11.0,0.15151515151515152,0.7,0.3684210526315789,0.48275862068965514
44,2.0,12.0,10.0,0.1414141414141414,0.7083333333333334,0.4473684210526316,0.5483870967741936
45,2.0,12.0,9.0,0.16666666666666666,0.6086956521739131,0.3684210526315789,0.4590163934426229
46,2.0,12.0,8.0,0.18686868686868688,0.52,0.34210526315789475,0.41269841269841273
47,2.0,12.0,7.0,0.18181818181818182,0.5294117647058824,0.47368421052631576,0.5
48,2.0,12.0,6.0,0.1919191919191919,0.5,0.39473684210526316,0.4411764705882353
49,2.0,12.0,5.0,0.21717171717171718,0.43902439024390244,0.47368421052631576,0.4556962025316456
50,2.0,12.0,4.0,0.21212121212121213,0.4,0.21052631578947367,0.27586206896551724
51,2.0,12.0,3.0,0.17676767676767677,0.7142857142857143,0.13157894736842105,0.2222222222222222
52,2.0,11.0,15.0,0.1414141414141414,0.8125,0.34210526315789475,0.4814814814814815
53,2.0,11.0,14.0,0.1414141414141414,0.8571428571428571,0.3157894736842105,0.46153846153846156
54,2.0,11.0,13.0,0.15151515151515152,0.75,0.3157894736842105,0.44444444444444436
55,2.0,11.0,12.0,0.1414141414141414,0.7777777777777778,0.3684210526315789,0.5
